gene_id	gene_biotype	gene_name
ENSMUSG00000062483	protein_coding	Vmn1r171
ENSMUSG00000035523	protein_coding	Vmn1r172
ENSMUSG00000115021	protein_coding	Vmn1r173
ENSMUSG00000090411	protein_coding	Vmn1r174
ENSMUSG00000095632	protein_coding	Vmn1r175
ENSMUSG00000096859	protein_coding	Vmn1r176
ENSMUSG00000057513	protein_coding	Vmn1r177
ENSMUSG00000062598	protein_coding	Vmn1r178
ENSMUSG00000046924	protein_coding	Vmn1r179
ENSMUSG00000092473	protein_coding	Vmn1r180
ENSMUSG00000097425	protein_coding	Vmn1r181
ENSMUSG00000092456	protein_coding	V1rd19
ENSMUSG00000108613	antisense	Gm36694
ENSMUSG00000066723	protein_coding	Vmn1r183
ENSMUSG00000057101	protein_coding	Zfp180
ENSMUSG00000052675	protein_coding	Zfp112
ENSMUSG00000108703	antisense	Gm44793
ENSMUSG00000047603	protein_coding	Zfp235
ENSMUSG00000068962	protein_coding	Zfp114
ENSMUSG00000087598	protein_coding	Zfp111
ENSMUSG00000074283	protein_coding	Zfp109
ENSMUSG00000030486	protein_coding	Zfp108
ENSMUSG00000055305	protein_coding	Zfp93
ENSMUSG00000050605	protein_coding	Zfp61
ENSMUSG00000074282	protein_coding	Zfp94
ENSMUSG00000055826	protein_coding	Tescl
ENSMUSG00000030484	protein_coding	Lypd5
ENSMUSG00000054342	protein_coding	Kcnn4
ENSMUSG00000002210	protein_coding	Smg9
ENSMUSG00000062028	protein_coding	Irgc1
ENSMUSG00000108360	lincRNA	Gm36159
ENSMUSG00000046223	protein_coding	Plaur
ENSMUSG00000054793	protein_coding	Cadm4
ENSMUSG00000064264	protein_coding	Zfp428
ENSMUSG00000041037	protein_coding	Irgq
ENSMUSG00000011632	protein_coding	Pinlyp
ENSMUSG00000051768	protein_coding	Xrcc1
ENSMUSG00000066721	protein_coding	Zfp575
ENSMUSG00000064254	protein_coding	Ethe1
ENSMUSG00000074277	protein_coding	Phldb3
ENSMUSG00000097215	antisense	Gm26550
ENSMUSG00000057454	protein_coding	Lypd3
ENSMUSG00000108470	lincRNA	Gm4598
ENSMUSG00000062773	protein_coding	Tex101
ENSMUSG00000045587	protein_coding	BC049730
ENSMUSG00000058717	protein_coding	Gm4763
ENSMUSG00000052212	protein_coding	Cd177
ENSMUSG00000054169	protein_coding	Ceacam10
ENSMUSG00000091955	protein_coding	Gm9844
ENSMUSG00000062732	protein_coding	Lypd4
ENSMUSG00000011349	protein_coding	Dmrtc2
ENSMUSG00000040952	protein_coding	Rps19
ENSMUSG00000003379	protein_coding	Cd79a
ENSMUSG00000040940	protein_coding	Arhgef1
ENSMUSG00000108367	protein_coding	Gm4881
ENSMUSG00000108675	lincRNA	Gm44970
ENSMUSG00000003380	protein_coding	Rabac1
ENSMUSG00000040907	protein_coding	Atp1a3
ENSMUSG00000003378	protein_coding	Grik5
ENSMUSG00000045252	protein_coding	Zfp574
ENSMUSG00000008496	protein_coding	Pou2f2
ENSMUSG00000074274	lincRNA	D930028M14Rik
ENSMUSG00000054499	protein_coding	Dedd2
ENSMUSG00000108523	antisense	4933430L12Rik
ENSMUSG00000046541	protein_coding	Zfp526
ENSMUSG00000057177	protein_coding	Gsk3a
ENSMUSG00000090330	antisense	9130221H12Rik
ENSMUSG00000040857	protein_coding	Erf
ENSMUSG00000005442	protein_coding	Cic
ENSMUSG00000005447	protein_coding	Pafah1b3
ENSMUSG00000058741	protein_coding	Prr19
ENSMUSG00000043843	protein_coding	Tmem145
ENSMUSG00000045039	protein_coding	Megf8
ENSMUSG00000063651	protein_coding	Cnfn
ENSMUSG00000053714	antisense	4732471J01Rik
ENSMUSG00000003123	protein_coding	Lipe
ENSMUSG00000060188	protein_coding	Cxcl17
ENSMUSG00000074272	protein_coding	Ceacam1
ENSMUSG00000054385	protein_coding	Ceacam2
ENSMUSG00000108579	lincRNA	Gm29918
ENSMUSG00000108553	lincRNA	Gm38569
ENSMUSG00000074261	protein_coding	Erich4
ENSMUSG00000057229	protein_coding	Dmac2
ENSMUSG00000059479	protein_coding	B3gnt8
ENSMUSG00000060376	protein_coding	Bckdha
ENSMUSG00000061286	protein_coding	Exosc5
ENSMUSG00000061702	protein_coding	Tmem91
ENSMUSG00000063439	protein_coding	B9d2
ENSMUSG00000002603	protein_coding	Tgfb1
ENSMUSG00000002608	protein_coding	Ccdc97
ENSMUSG00000040725	protein_coding	Hnrnpul1
ENSMUSG00000002602	protein_coding	Axl
ENSMUSG00000040703	protein_coding	Cyp2s1
ENSMUSG00000097017	lincRNA	Gm26707
ENSMUSG00000108415	lincRNA	Gm30146
ENSMUSG00000030483	protein_coding	Cyp2b10
ENSMUSG00000108413	lincRNA	BC026762
ENSMUSG00000040583	protein_coding	Cyp2b13
ENSMUSG00000040660	protein_coding	Cyp2b9
ENSMUSG00000046130	protein_coding	Vmn1r184
ENSMUSG00000108431	antisense	Gm42375
ENSMUSG00000074254	protein_coding	Cyp2a4
ENSMUSG00000040614	protein_coding	Nlrp9c
ENSMUSG00000040601	protein_coding	Nlrp4a
ENSMUSG00000054102	protein_coding	Nlrp9a
ENSMUSG00000091924	protein_coding	Vmn1r185
ENSMUSG00000040650	protein_coding	Cyp2b23
ENSMUSG00000066704	protein_coding	Cyp2b19
ENSMUSG00000049685	protein_coding	Cyp2g1
ENSMUSG00000005547	protein_coding	Cyp2a5
ENSMUSG00000091867	protein_coding	Cyp2a22
ENSMUSG00000060407	protein_coding	Cyp2a12
ENSMUSG00000052974	protein_coding	Cyp2f2
ENSMUSG00000086868	antisense	Gm15883
ENSMUSG00000078787	protein_coding	Cyp2t4
ENSMUSG00000058709	protein_coding	Egln2
ENSMUSG00000053291	protein_coding	Rab4b
ENSMUSG00000095538	protein_coding	Gm21983
ENSMUSG00000089661	protein_coding	Mia
ENSMUSG00000061479	protein_coding	Snrpa
ENSMUSG00000078786	protein_coding	BC024978
ENSMUSG00000003752	protein_coding	Itpkc
ENSMUSG00000003762	protein_coding	Coq8b
ENSMUSG00000084974	antisense	Gm15567
ENSMUSG00000063160	protein_coding	Numbl
ENSMUSG00000040488	protein_coding	Ltbp4
ENSMUSG00000089832	protein_coding	Shkbp1
ENSMUSG00000092367	protein_coding	Gm20479
ENSMUSG00000011751	protein_coding	Sptbn4
ENSMUSG00000040466	protein_coding	Blvrb
ENSMUSG00000055200	protein_coding	Sertad3
ENSMUSG00000008384	protein_coding	Sertad1
ENSMUSG00000053198	protein_coding	Prx
ENSMUSG00000087371	antisense	Gm15541
ENSMUSG00000040424	protein_coding	Hipk4
ENSMUSG00000003363	protein_coding	Pld3
ENSMUSG00000049643	protein_coding	2310022A10Rik
ENSMUSG00000004056	protein_coding	Akt2
ENSMUSG00000007944	protein_coding	Ttc9b
ENSMUSG00000040390	protein_coding	Map3k10
ENSMUSG00000057093	protein_coding	Zfp607b
ENSMUSG00000037640	protein_coding	Zfp60
ENSMUSG00000030604	protein_coding	Zfp626
ENSMUSG00000078779	protein_coding	Zfp59
ENSMUSG00000020420	protein_coding	Zfp607a
ENSMUSG00000070709	protein_coding	Zfp974
ENSMUSG00000097455	antisense	Gm26891
ENSMUSG00000063047	protein_coding	Zfp780b
ENSMUSG00000096916	protein_coding	Zfp850
ENSMUSG00000030603	protein_coding	Psmc4
ENSMUSG00000109262	lincRNA	Gm44744
ENSMUSG00000047730	protein_coding	Fcgbp
ENSMUSG00000078776	protein_coding	9530053A07Rik
ENSMUSG00000046865	protein_coding	Fbl
ENSMUSG00000002409	protein_coding	Dyrk1b
ENSMUSG00000046058	protein_coding	Eid2
ENSMUSG00000070705	protein_coding	Eid2b
ENSMUSG00000046750	protein_coding	Selenov
ENSMUSG00000003436	protein_coding	Dll3
ENSMUSG00000003438	protein_coding	Timm50
ENSMUSG00000003435	protein_coding	Supt5
ENSMUSG00000109168	antisense	Gm44709
ENSMUSG00000037563	protein_coding	Rps16
ENSMUSG00000037552	protein_coding	Plekhg2
ENSMUSG00000044786	protein_coding	Zfp36
ENSMUSG00000109455	antisense	Gm44710
ENSMUSG00000003444	protein_coding	Med29
ENSMUSG00000003437	protein_coding	Paf1
ENSMUSG00000109336	protein_coding	Samd4b
ENSMUSG00000060791	protein_coding	Gmfg
ENSMUSG00000030600	protein_coding	Lrfn1
ENSMUSG00000059128	protein_coding	Ifnl2
ENSMUSG00000060747	protein_coding	Ifnl3
ENSMUSG00000084174	protein_coding	Sycn
ENSMUSG00000047586	protein_coding	Nccrp1
ENSMUSG00000030602	protein_coding	Pak4
ENSMUSG00000037469	protein_coding	Acp7
ENSMUSG00000108905	lincRNA	Gm44618
ENSMUSG00000037463	protein_coding	Fbxo27
ENSMUSG00000030598	protein_coding	Fbxo17
ENSMUSG00000045948	protein_coding	Mrps12
ENSMUSG00000070699	protein_coding	Sars2
ENSMUSG00000096257	protein_coding	Ccer2
ENSMUSG00000030595	protein_coding	Nfkbib
ENSMUSG00000015149	protein_coding	Sirt2
ENSMUSG00000051735	protein_coding	Rinl
ENSMUSG00000015165	protein_coding	Hnrnpl
ENSMUSG00000109420	antisense	Gm44702
ENSMUSG00000053898	protein_coding	Ech1
ENSMUSG00000053964	protein_coding	Lgals4
ENSMUSG00000108930	antisense	Gm10648
ENSMUSG00000053522	protein_coding	Lgals7
ENSMUSG00000054083	protein_coding	Capn12
ENSMUSG00000109307	antisense	Gm44700
ENSMUSG00000054808	protein_coding	Actn4
ENSMUSG00000053565	protein_coding	Eif3k
ENSMUSG00000037337	protein_coding	Map4k1
ENSMUSG00000030592	protein_coding	Ryr1
ENSMUSG00000109017	antisense	Gm38979
ENSMUSG00000097079	antisense	Gm26604
ENSMUSG00000030589	protein_coding	Rasgrp4
ENSMUSG00000090009	antisense	Gm16282
ENSMUSG00000030590	protein_coding	Fam98c
ENSMUSG00000099098	antisense	1110035H17Rik
ENSMUSG00000037239	protein_coding	Spred3
ENSMUSG00000031493	protein_coding	Ggn
ENSMUSG00000030591	protein_coding	Psmd8
ENSMUSG00000049676	protein_coding	Catsperg1
ENSMUSG00000046410	protein_coding	Kcnk6
ENSMUSG00000030588	protein_coding	Yif1b
ENSMUSG00000030587	protein_coding	2200002D01Rik
ENSMUSG00000074227	protein_coding	Spint2
ENSMUSG00000037166	protein_coding	Ppp1r14a
ENSMUSG00000030584	protein_coding	Dpf1
ENSMUSG00000109351	antisense	Gm44632
ENSMUSG00000030583	protein_coding	Sipa1l3
ENSMUSG00000100400	lincRNA	Gm29326
ENSMUSG00000100111	lincRNA	A330087D11Rik
ENSMUSG00000049123	protein_coding	Catsperg2
ENSMUSG00000046185	protein_coding	Zfp84
ENSMUSG00000047473	protein_coding	Zfp30
ENSMUSG00000011427	protein_coding	Zfp790
ENSMUSG00000050855	protein_coding	Zfp940
ENSMUSG00000097809	antisense	Gm26554
ENSMUSG00000058402	protein_coding	Zfp420
ENSMUSG00000062040	protein_coding	Zfp27
ENSMUSG00000099689	protein_coding	Zfp383
ENSMUSG00000059975	protein_coding	Zfp74
ENSMUSG00000074221	protein_coding	Zfp568
ENSMUSG00000053985	protein_coding	Zfp14
ENSMUSG00000098022	protein_coding	Zfp82
ENSMUSG00000058447	protein_coding	Gm26920
ENSMUSG00000078768	protein_coding	Zfp566
ENSMUSG00000049421	protein_coding	Zfp260
ENSMUSG00000074220	protein_coding	Zfp382
ENSMUSG00000037029	protein_coding	Zfp146
ENSMUSG00000066647	protein_coding	Gm5113
ENSMUSG00000074218	protein_coding	Cox7a1
ENSMUSG00000001794	protein_coding	Capns1
ENSMUSG00000097817	antisense	Gm26810
ENSMUSG00000006095	protein_coding	Tbcb
ENSMUSG00000019738	protein_coding	Polr2i
ENSMUSG00000100512	protein_coding	Ovol3
ENSMUSG00000037020	protein_coding	Wdr62
ENSMUSG00000013928	protein_coding	Thap8
ENSMUSG00000013921	protein_coding	Clip3
ENSMUSG00000042831	protein_coding	Alkbh6
ENSMUSG00000019737	protein_coding	Syne4
ENSMUSG00000074211	protein_coding	Sdhaf1
ENSMUSG00000074210	protein_coding	E130208F15Rik
ENSMUSG00000109049	lincRNA	4930479H17Rik
ENSMUSG00000036957	protein_coding	Lrfn3
ENSMUSG00000030579	protein_coding	Tyrobp
ENSMUSG00000064109	protein_coding	Hcst
ENSMUSG00000036931	protein_coding	Nfkbid
ENSMUSG00000006651	protein_coding	Aplp1
ENSMUSG00000036915	protein_coding	Kirrel2
ENSMUSG00000006649	protein_coding	Nphs1
ENSMUSG00000087009	antisense	Nphs1os
ENSMUSG00000036892	protein_coding	Prodh2
ENSMUSG00000062132	antisense	Arhgap33os
ENSMUSG00000036882	protein_coding	Arhgap33
ENSMUSG00000036864	protein_coding	Proser3
ENSMUSG00000036854	protein_coding	Hspb6
ENSMUSG00000036845	protein_coding	Lin37
ENSMUSG00000036835	protein_coding	Psenen
ENSMUSG00000078765	protein_coding	U2af1l4
ENSMUSG00000109378	protein_coding	Gm49396
ENSMUSG00000036826	protein_coding	Igflr1
ENSMUSG00000006307	protein_coding	Kmt2b
ENSMUSG00000006310	protein_coding	Zbtb32
ENSMUSG00000006313	protein_coding	Upk1a
ENSMUSG00000036751	protein_coding	Cox6b1
ENSMUSG00000006311	protein_coding	Etv2
ENSMUSG00000036733	protein_coding	Rbm42
ENSMUSG00000097674	lincRNA	Gm26610
ENSMUSG00000078762	protein_coding	Haus5
ENSMUSG00000049761	protein_coding	Pmis2
ENSMUSG00000013083	protein_coding	2200002J24Rik
ENSMUSG00000005553	protein_coding	Atp4a
ENSMUSG00000006315	protein_coding	Tmem147
ENSMUSG00000097320	antisense	Tmem147os
ENSMUSG00000061099	protein_coding	Gapdhs
ENSMUSG00000098146	antisense	Gm26935
ENSMUSG00000046056	protein_coding	Sbsn
ENSMUSG00000060962	protein_coding	Dmkn
ENSMUSG00000074199	protein_coding	Krtdap
ENSMUSG00000051314	protein_coding	Ffar2
ENSMUSG00000019429	protein_coding	Ffar3
ENSMUSG00000044453	protein_coding	Ffar1
ENSMUSG00000030577	protein_coding	Cd22
ENSMUSG00000101029	antisense	Gm29439
ENSMUSG00000100029	lincRNA	D7Ertd128e
ENSMUSG00000036634	protein_coding	Mag
ENSMUSG00000108546	lincRNA	Gm44662
ENSMUSG00000056978	protein_coding	Hamp2
ENSMUSG00000050440	protein_coding	Hamp
ENSMUSG00000058239	protein_coding	Usf2
ENSMUSG00000090357	antisense	Gm17077
ENSMUSG00000097750	antisense	Gm4673
ENSMUSG00000001247	protein_coding	Lsr
ENSMUSG00000046826	protein_coding	Fam187b
ENSMUSG00000009687	protein_coding	Fxyd5
ENSMUSG00000036578	protein_coding	Fxyd7
ENSMUSG00000036570	protein_coding	Fxyd1
ENSMUSG00000036560	protein_coding	Lgi4
ENSMUSG00000057092	protein_coding	Fxyd3
ENSMUSG00000001249	protein_coding	Hpn
ENSMUSG00000019194	protein_coding	Scn1b
ENSMUSG00000001248	protein_coding	Gramd1a
ENSMUSG00000097149	antisense	G630030J09Rik
ENSMUSG00000100985	antisense	Gm10640
ENSMUSG00000036521	protein_coding	Scgb2b2
ENSMUSG00000062556	protein_coding	Scgb1b2
ENSMUSG00000078754	protein_coding	Scgb2b3
ENSMUSG00000095257	protein_coding	Scgb1b3
ENSMUSG00000094053	protein_coding	Scgb2b7
ENSMUSG00000078759	protein_coding	Scgb1b7
ENSMUSG00000099581	protein_coding	Scgb1b10
ENSMUSG00000099729	protein_coding	Scgb2b11
ENSMUSG00000101638	protein_coding	Scgb1b11
ENSMUSG00000097982	protein_coding	Scgb2b12
ENSMUSG00000101520	protein_coding	Scgb1b12
ENSMUSG00000078757	protein_coding	Scgb1b29
ENSMUSG00000097972	protein_coding	Scgb2b15
ENSMUSG00000101232	protein_coding	Scgb1b15
ENSMUSG00000098094	protein_coding	Scgb2b17
ENSMUSG00000099898	protein_coding	Scgb1b17
ENSMUSG00000100058	protein_coding	Scgb2b18
ENSMUSG00000101401	protein_coding	Scgb1b18
ENSMUSG00000096467	protein_coding	Scgb2b19
ENSMUSG00000095232	protein_coding	Scgb1b19
ENSMUSG00000094305	protein_coding	Scgb2b20
ENSMUSG00000094978	protein_coding	Scgb1b20
ENSMUSG00000099900	protein_coding	Scgb2b21
ENSMUSG00000085312	lincRNA	Gm12763
ENSMUSG00000046438	protein_coding	Scgb2b24
ENSMUSG00000078753	protein_coding	Scgb1b24
ENSMUSG00000066586	protein_coding	Scgb2b26
ENSMUSG00000066584	protein_coding	Scgb2b27
ENSMUSG00000066583	protein_coding	Scgb1b27
ENSMUSG00000078752	protein_coding	Scgb1b30
ENSMUSG00000036459	protein_coding	Wtip
ENSMUSG00000052997	protein_coding	Uba2
ENSMUSG00000002635	protein_coding	Pdcd2l
ENSMUSG00000036427	protein_coding	Gpi1
ENSMUSG00000097660	lincRNA	Gm26762
ENSMUSG00000086526	lincRNA	Gm12762
ENSMUSG00000085105	antisense	Gm12758
ENSMUSG00000066571	protein_coding	4931406P16Rik
ENSMUSG00000078380	protein_coding	Gm6096
ENSMUSG00000066568	protein_coding	Lsm14a
ENSMUSG00000086184	antisense	Gm12764
ENSMUSG00000085124	lincRNA	Gm12766
ENSMUSG00000086631	lincRNA	Gm12784
ENSMUSG00000108723	lincRNA	Gm44837
ENSMUSG00000030499	protein_coding	Kctd15
ENSMUSG00000085923	antisense	Gm12781
ENSMUSG00000087127	lincRNA	Gm12756
ENSMUSG00000060402	protein_coding	Chst8
ENSMUSG00000063931	protein_coding	Pepd
ENSMUSG00000056216	protein_coding	Cebpg
ENSMUSG00000108333	antisense	Gm45095
ENSMUSG00000108739	lincRNA	Gm45096
ENSMUSG00000108657	lincRNA	Gm35611
ENSMUSG00000108624	antisense	Gm45091
ENSMUSG00000034957	protein_coding	Cebpa
ENSMUSG00000108575	lincRNA	Gm35665
ENSMUSG00000030495	protein_coding	Slc7a10
ENSMUSG00000001802	protein_coding	Lrp3
ENSMUSG00000063808	protein_coding	Gpatch1
ENSMUSG00000030494	protein_coding	Rhpn2
ENSMUSG00000030493	protein_coding	Faap24
ENSMUSG00000023072	protein_coding	Cep89
ENSMUSG00000030492	protein_coding	Slc7a9
ENSMUSG00000030491	protein_coding	Tdrd12
ENSMUSG00000034875	protein_coding	Nudt19
ENSMUSG00000097509	antisense	B230322F03Rik
ENSMUSG00000056043	protein_coding	Rgs9bp
ENSMUSG00000034867	protein_coding	Ankrd27
ENSMUSG00000030417	protein_coding	Pdcd5
ENSMUSG00000043671	protein_coding	Dpy19l3
ENSMUSG00000044452	protein_coding	Zfp507
ENSMUSG00000096990	lincRNA	Gm26790
ENSMUSG00000044997	antisense	E130304I02Rik
ENSMUSG00000100387	lincRNA	Gm28514
ENSMUSG00000108711	lincRNA	Gm38991
ENSMUSG00000101965	lincRNA	Gm29129
ENSMUSG00000021217	protein_coding	Tshz3
ENSMUSG00000101342	lincRNA	Gm28078
ENSMUSG00000100616	lincRNA	Gm28076
ENSMUSG00000100905	lincRNA	Gm28075
ENSMUSG00000099715	lincRNA	Gm28077
ENSMUSG00000108434	lincRNA	Gm45768
ENSMUSG00000043456	protein_coding	Zfp536
ENSMUSG00000093540	antisense	4930505M18Rik
ENSMUSG00000030421	protein_coding	Uri1
ENSMUSG00000108726	lincRNA	Gm30684
ENSMUSG00000108334	lincRNA	Gm30771
ENSMUSG00000002068	protein_coding	Ccne1
ENSMUSG00000108332	antisense	D530033B14Rik
ENSMUSG00000054676	protein_coding	1600014C10Rik
ENSMUSG00000074170	protein_coding	Plekhf1
ENSMUSG00000030423	protein_coding	Pop4
ENSMUSG00000108749	antisense	Gm44767
ENSMUSG00000100169	antisense	Gm29087
ENSMUSG00000060565	protein_coding	Gm5591
ENSMUSG00000053742	protein_coding	Gm5114
ENSMUSG00000068959	protein_coding	Zfp619
ENSMUSG00000108621	lincRNA	Gm37494
ENSMUSG00000096980	lincRNA	Gm26526
ENSMUSG00000110135	lincRNA	Gm45839
ENSMUSG00000102085	lincRNA	4930435C17Rik
ENSMUSG00000100431	lincRNA	4930558N11Rik
ENSMUSG00000109083	lincRNA	Gm44992
ENSMUSG00000101153	lincRNA	4933404I11Rik
ENSMUSG00000100650	lincRNA	Gm28807
ENSMUSG00000102004	lincRNA	4933402C06Rik
ENSMUSG00000100600	antisense	A230077H06Rik
ENSMUSG00000101643	lincRNA	Gm28307
ENSMUSG00000039257	protein_coding	Vstm2b
ENSMUSG00000091692	protein_coding	4930433I11Rik
ENSMUSG00000108364	lincRNA	Gm38997
ENSMUSG00000048312	protein_coding	Gm4884
ENSMUSG00000108490	lincRNA	1700110I07Rik
ENSMUSG00000108619	lincRNA	Gm44839
ENSMUSG00000108754	lincRNA	Gm44748
ENSMUSG00000072259	protein_coding	Gm5592
ENSMUSG00000108395	lincRNA	Gm34811
ENSMUSG00000056383	protein_coding	AI987944
ENSMUSG00000091864	lincRNA	Gm17102
ENSMUSG00000092592	protein_coding	Gm20449
ENSMUSG00000066537	protein_coding	Vmn2r57
ENSMUSG00000074166	protein_coding	AW146154
ENSMUSG00000090744	protein_coding	Gm6871
ENSMUSG00000091474	protein_coding	2610021A01Rik
ENSMUSG00000074165	protein_coding	Zfp788
ENSMUSG00000090383	protein_coding	Vmn2r58
ENSMUSG00000092032	protein_coding	Vmn2r59
ENSMUSG00000090619	protein_coding	Vmn2r60
ENSMUSG00000090967	protein_coding	Vmn2r61
ENSMUSG00000030463	protein_coding	4933421I07Rik
ENSMUSG00000092416	protein_coding	Zfp141
ENSMUSG00000094462	protein_coding	Gm21028
ENSMUSG00000092335	protein_coding	Zfp977
ENSMUSG00000074158	protein_coding	Zfp976
ENSMUSG00000069727	protein_coding	Zfp975
ENSMUSG00000091594	protein_coding	Gm17067
ENSMUSG00000091926	protein_coding	Vmn2r62
ENSMUSG00000092225	protein_coding	Gm2381
ENSMUSG00000090751	protein_coding	Vmn2r63
ENSMUSG00000091528	protein_coding	Gm9268
ENSMUSG00000107181	lincRNA	Gm17768
ENSMUSG00000064194	protein_coding	Zfp936
ENSMUSG00000074887	lincRNA	EU599041
ENSMUSG00000012640	protein_coding	Zfp715
ENSMUSG00000039013	protein_coding	Siglecf
ENSMUSG00000030468	protein_coding	Siglecg
ENSMUSG00000093639	protein_coding	Lim2
ENSMUSG00000004612	protein_coding	Nkg7
ENSMUSG00000038973	protein_coding	Cldnd2
ENSMUSG00000004610	protein_coding	Etfb
ENSMUSG00000107482	protein_coding	Gm45233
ENSMUSG00000070604	protein_coding	Vsig10l
ENSMUSG00000013367	protein_coding	Iglon5
ENSMUSG00000013353	protein_coding	4931406B18Rik
ENSMUSG00000108695	lincRNA	Gm2511
ENSMUSG00000004609	protein_coding	Cd33
ENSMUSG00000108411	lincRNA	Gm44818
ENSMUSG00000056592	protein_coding	Zfp658
ENSMUSG00000030469	protein_coding	Zfp719
ENSMUSG00000055102	protein_coding	Zfp819
ENSMUSG00000030472	protein_coding	Ceacam18
ENSMUSG00000030474	protein_coding	Siglece
ENSMUSG00000108783	lincRNA	Gm36546
ENSMUSG00000038888	protein_coding	Ctu1
ENSMUSG00000044737	protein_coding	Klk14
ENSMUSG00000054046	protein_coding	Klk13
ENSMUSG00000044430	protein_coding	Klk12
ENSMUSG00000067616	protein_coding	Klk11
ENSMUSG00000030693	protein_coding	Klk10
ENSMUSG00000047884	protein_coding	Klk9
ENSMUSG00000064023	protein_coding	Klk8
ENSMUSG00000030713	protein_coding	Klk7
ENSMUSG00000050063	protein_coding	Klk6
ENSMUSG00000074155	protein_coding	Klk5
ENSMUSG00000108781	lincRNA	Gm44707
ENSMUSG00000006948	protein_coding	Klk4
ENSMUSG00000055193	protein_coding	Klk15
ENSMUSG00000108432	antisense	Gm44756
ENSMUSG00000063089	protein_coding	Klk1b8
ENSMUSG00000063133	protein_coding	Klk1b1
ENSMUSG00000059042	protein_coding	Klk1b9
ENSMUSG00000044485	protein_coding	Klk1b11
ENSMUSG00000053719	protein_coding	Klk1b26
ENSMUSG00000063177	protein_coding	Klk1b27
ENSMUSG00000066516	protein_coding	Klk1b21
ENSMUSG00000060177	protein_coding	Klk1b22
ENSMUSG00000038968	protein_coding	Klk1b16
ENSMUSG00000063713	protein_coding	Klk1b24
ENSMUSG00000066515	protein_coding	Klk1b3
ENSMUSG00000066513	protein_coding	Klk1b4
ENSMUSG00000066512	protein_coding	Klk1b5
ENSMUSG00000063903	protein_coding	Klk1
ENSMUSG00000038782	protein_coding	1700028J19Rik
ENSMUSG00000108622	protein_coding	Gm36864
ENSMUSG00000045411	protein_coding	2410002F23Rik
ENSMUSG00000012777	protein_coding	Acp4
ENSMUSG00000087376	protein_coding	Gm15517
ENSMUSG00000004473	protein_coding	Clec11a
ENSMUSG00000038738	protein_coding	Shank1
ENSMUSG00000008028	protein_coding	1700008O03Rik
ENSMUSG00000108509	antisense	Gm44780
ENSMUSG00000030731	protein_coding	Syt3
ENSMUSG00000047085	protein_coding	Lrrc4b
ENSMUSG00000038704	protein_coding	Aspdh
ENSMUSG00000038695	protein_coding	Josd2
ENSMUSG00000108322	lincRNA	5430431A17Rik
ENSMUSG00000008140	protein_coding	Emc10
ENSMUSG00000051113	protein_coding	Fam71e1
ENSMUSG00000038670	protein_coding	Mybpc2
ENSMUSG00000008193	protein_coding	Spib
ENSMUSG00000038644	protein_coding	Pold1
ENSMUSG00000060601	protein_coding	Nr1h2
ENSMUSG00000002204	protein_coding	Napsa
ENSMUSG00000109491	antisense	Gm15396
ENSMUSG00000062785	protein_coding	Kcnc3
ENSMUSG00000108832	antisense	Gm44832
ENSMUSG00000030739	protein_coding	Myh14
ENSMUSG00000070574	antisense	2310016G11Rik
ENSMUSG00000066500	protein_coding	Izumo2
ENSMUSG00000048012	protein_coding	Zfp473
ENSMUSG00000002205	protein_coding	Vrk3
ENSMUSG00000038539	protein_coding	Atf5
ENSMUSG00000109511	protein_coding	Nup62
ENSMUSG00000074141	protein_coding	Il4i1
ENSMUSG00000038520	protein_coding	Tbc1d17
ENSMUSG00000011096	protein_coding	Akt1s1
ENSMUSG00000002963	protein_coding	Pnkp
ENSMUSG00000038502	protein_coding	Ptov1
ENSMUSG00000002968	protein_coding	Med25
ENSMUSG00000011658	protein_coding	Fuz
ENSMUSG00000060279	protein_coding	Ap2a1
ENSMUSG00000059891	protein_coding	Tsks
ENSMUSG00000007783	protein_coding	Cpt1c
ENSMUSG00000109111	antisense	6530437J22Rik
ENSMUSG00000109324	protein_coding	Prmt1
ENSMUSG00000087138	antisense	Gm15545
ENSMUSG00000003190	protein_coding	Bcl2l12
ENSMUSG00000003184	protein_coding	Irf3
ENSMUSG00000038406	protein_coding	Scaf1
ENSMUSG00000038387	protein_coding	Rras
ENSMUSG00000046574	protein_coding	Prr12
ENSMUSG00000007837	protein_coding	Prrg2
ENSMUSG00000003421	protein_coding	Nosip
ENSMUSG00000019539	protein_coding	Rcn3
ENSMUSG00000109947	antisense	Gm45669
ENSMUSG00000003420	protein_coding	Fcgrt
ENSMUSG00000110279	antisense	Gm45552
ENSMUSG00000003429	protein_coding	Rps11
ENSMUSG00000074129	protein_coding	Rpl13a
ENSMUSG00000089989	protein_coding	Gm45713
ENSMUSG00000110206	protein_coding	Flt3l
ENSMUSG00000007833	protein_coding	Aldh16a1
ENSMUSG00000003423	protein_coding	Pih1d1
ENSMUSG00000070570	protein_coding	Slc17a7
ENSMUSG00000095276	protein_coding	Gfy
ENSMUSG00000038300	protein_coding	Pth2
ENSMUSG00000038292	protein_coding	Ccdc155
ENSMUSG00000030792	protein_coding	Dkkl1
ENSMUSG00000030796	protein_coding	Tead2
ENSMUSG00000030798	protein_coding	Cd37
ENSMUSG00000094152	protein_coding	Slc6a16
ENSMUSG00000070568	protein_coding	Slc6a21
ENSMUSG00000038260	protein_coding	Trpm4
ENSMUSG00000038239	protein_coding	Hrc
